season,week,game_id,play_id,defteam,player_name,player_id,event_type,down,ydstogo,yds_gained,first_down,epa
2025,7,2025_07_MIA_CLE,1782.0,MIA,T.Dodson,00-0035352,sack,3.0,12.0,,0.0,-0.8664251677691936
2025,7,2025_07_MIA_CLE,3966.0,CLE,J.Baker,00-0034797,sack,3.0,4.0,,0.0,-2.2780659588752314
2025,7,2025_07_NO_CHI,3371.0,CHI,T.Edmunds,00-0034673,sack,1.0,10.0,,0.0,-1.4282713334541768
2025,7,2025_07_PHI_MIN,1555.0,MIN,E.Wilson,00-0033336,sack,2.0,13.0,,0.0,-1.2588527728803456
2025,7,2025_07_TB_DET,321.0,DET,J.Campbell,00-0039018,sack,2.0,5.0,,0.0,-1.0152970342896879
2025,7,2025_07_TB_DET,1182.0,TB,S.Dennis,00-0039049,sack,3.0,5.0,,0.0,-2.5547973876819015
2025,7,2025_07_TB_DET,1669.0,DET,D.Barnes,00-0036964,sack,3.0,5.0,,0.0,-1.7835749255027622
2025,7,2025_07_WAS_DAL,575.0,DAL,K.Murray,00-0036441,sack,2.0,4.0,,0.0,-1.1635548582999036
2025,8,2025_08_BUF_CAR,382.0,CAR,T.Wallace,00-0039347,sack,3.0,10.0,,0.0,-1.4534981970066263
2025,8,2025_08_MIA_ATL,1414.0,MIA,J.Brooks,00-0036409,sack,2.0,3.0,,0.0,-1.4443240182008594
2025,8,2025_08_NYG_PHI,474.0,NYG,B.Okereke,00-0035687,sack,3.0,3.0,,0.0,-1.3248638401273638
2025,8,2025_08_NYG_PHI,550.0,PHI,Z.Baun,00-0036418,sack,1.0,10.0,,0.0,-0.7781381537206471
2025,8,2025_08_TB_NO,577.0,TB,S.Dennis,00-0039049,sack,2.0,8.0,,0.0,-2.0183856550138444
2025,9,2025_09_DEN_HOU,205.0,DEN,D.Greenlaw,00-0034982,sack,1.0,10.0,,0.0,-0.5686073524411768
2025,9,2025_09_LAC_TEN,1989.0,LAC,D.Henley,00-0038553,sack,3.0,3.0,,0.0,-1.9242443754337728
2025,9,2025_09_LAC_TEN,3305.0,TEN,C.Gray,00-0039858,sack,2.0,10.0,,0.0,-1.6613337157759815
2025,9,2025_09_MIN_DET,859.0,MIN,E.Wilson,00-0033336,sack,3.0,6.0,,0.0,-2.578124024439603
2025,9,2025_09_MIN_DET,952.0,DET,D.Barnes,00-0036964,sack,2.0,9.0,,0.0,-1.4676943207159638
2025,9,2025_09_MIN_DET,1503.0,DET,J.Campbell,00-0039018,sack,3.0,9.0,,0.0,-1.7664305125355924
2025,9,2025_09_MIN_DET,3152.0,MIN,E.Wilson,00-0033336,sack,3.0,6.0,,0.0,-2.0674559677247424
