season,week,player_name,defteam,3rd_down_stop,4th_down_stop,qb_hit,sack,tackle_for_loss,forced_fumble,drive_stopper_score,total_impact_plays
2025,20,N.Bonitto,DEN,0,0,1,1,1,0,6.0,3
2025,20,E.Kendricks,SF,2,0,0,0,1,0,6.0,3
2025,21,Q.Robinson,DEN,0,0,1,1,1,0,6.0,3
2025,13,E.Ponder,NE,0,0,1,1,1,0,6.0,3
2025,19,A.Al-Shaair,HOU,2,0,0,0,1,0,6.0,3
2025,18,Z.Franklin,IND,1,0,0,0,2,0,6.0,3
2025,10,D.Bush,CLE,2,0,0,0,1,0,6.0,3
2025,1,M.Parsons,GB,0,0,1,1,1,0,6.0,3
2025,6,T.Buchanan,BAL,0,1,1,0,1,0,6.0,3
2025,19,T.Tuipulotu,LAC,0,0,1,1,1,0,6.0,3
2025,20,A.Jennings,NE,0,0,1,1,1,0,6.0,3
2025,1,G.Pratt,LV,3,0,0,0,0,0,6.0,3
2025,2,K.Elliss,ATL,1,1,1,0,0,0,6.0,3
2025,2,Z.Collins,ARI,0,0,4,0,0,0,6.0,4
2025,14,W.Gay,MIA,0,0,1,1,1,0,6.0,3
2025,17,M.Milano,BUF,2,0,0,0,1,0,6.0,3
2025,17,Q.Walker,GB,1,0,1,1,0,0,6.0,3
2025,8,A.Jennings,NE,0,0,1,1,1,0,6.0,3
2025,12,D.Tranquill,KC,1,0,0,0,2,0,6.0,3
2025,12,D.White,LV,2,0,0,0,1,0,6.0,3
2025,15,H.To'oTo'o,HOU,2,0,0,0,1,0,6.0,3
2025,10,N.Dean,PHI,0,0,1,1,1,0,6.0,3
2025,15,E.Wilson,MIN,1,1,1,0,0,0,6.0,3
2025,15,J.Cooper,DEN,1,1,1,0,0,0,6.0,3
2025,16,A.Ebiketie,ATL,0,0,1,1,1,0,6.0,3
2025,14,J.Sherwood,NYJ,2,0,0,0,1,0,6.0,3
2025,14,J.Ward,TEN,0,0,4,0,0,0,6.0,4
2025,5,T.Simpson,BAL,0,0,1,1,1,0,6.0,3
2025,4,J.Sweat,ARI,0,0,1,1,1,0,6.0,3
2025,18,U.Nwosu,SEA,1,0,1,1,0,0,6.0,3
2025,11,U.Nwosu,SEA,2,0,0,0,1,0,6.0,3
2025,12,C.Schwesinger,CLE,2,0,0,0,1,0,6.0,3
2025,1,S.Dennis,TB,1,0,0,0,2,0,6.0,3
2025,9,D.Flannigan-Fowles,NYG,2,0,0,0,1,0,6.0,3
2025,2,K.Murray,DAL,1,0,0,0,2,0,6.0,3
2025,18,B.Young,LA,0,0,1,1,1,0,6.0,3
2025,2,J.Walker,ATL,0,0,1,1,1,0,6.0,3
2025,10,E.Ponder,NE,0,0,1,1,1,0,6.0,3
2025,18,T.Robinson,BAL,1,0,1,1,0,0,6.0,3
2025,15,M.Green,BAL,0,0,1,1,1,0,6.0,3
2025,4,E.Wilson,MIN,2,0,0,0,1,0,6.0,3
2025,18,J.Sweat,ARI,0,0,1,1,1,0,6.0,3
2025,4,D.Thomas,SEA,0,0,1,1,1,0,6.0,3
2025,4,J.Campbell,DET,2,0,0,0,1,0,6.0,3
2025,9,C.Young,NO,0,0,1,1,1,0,6.0,3
2025,9,C.Gray,TEN,0,0,1,1,1,0,6.0,3
2025,2,P.Wilson,PIT,0,0,1,1,1,0,6.0,3
2025,17,J.Gibbens,NE,2,0,0,0,1,0,6.0,3
2025,14,T.Dodson,MIA,1,0,0,0,2,0,6.0,3
2025,5,S.James,DAL,3,0,0,0,0,0,6.0,3
2025,14,R.Smith,BAL,2,0,0,0,1,0,6.0,3
2025,15,D.Tillman,DEN,0,0,1,1,1,0,6.0,3
2025,12,H.To'oTo'o,HOU,0,0,1,1,1,0,6.0,3
2025,5,D.Barnes,DET,0,0,1,1,1,0,6.0,3
2025,15,H.Landry,NE,0,0,1,1,1,0,6.0,3
2025,15,H.Reddick,TB,0,0,1,1,1,0,6.0,3
2025,16,C.Simon,ARI,2,0,0,0,1,0,6.0,3
2025,2,B.Chubb,MIA,0,0,1,1,1,0,6.0,3
2025,18,T.Bethune,SF,0,0,1,1,1,0,6.0,3
2025,1,J.Brooks,MIA,2,0,0,0,1,0,6.0,3
2025,9,D.Thomas,SEA,0,0,1,1,1,0,6.0,3
2025,9,D.Greenlaw,DEN,1,0,1,1,0,0,6.0,3
2025,9,B.Cashman,MIN,2,0,0,0,1,0,6.0,3
2025,9,B.Burns,NYG,0,0,1,1,1,0,6.0,3
2025,10,T.Wallace,CAR,0,0,1,1,1,0,6.0,3
2025,17,D.Wonnum,CAR,0,0,1,1,1,0,6.0,3
2025,16,B.Cashman,MIN,3,0,0,0,0,0,6.0,3
2025,16,A.Jennings,NE,0,0,1,1,1,0,6.0,3
2025,11,C.Robinson,SF,3,0,0,0,0,0,6.0,3
2025,11,N.Herbig,PIT,0,0,1,1,1,0,6.0,3
2025,8,O.Oweh,LAC,0,0,1,1,1,0,6.0,3
2025,11,C.Schwesinger,CLE,1,0,0,0,2,0,6.0,3
2025,7,J.Adams,LV,0,0,1,1,1,0,6.0,3
2025,7,F.Luvu,WAS,1,0,0,0,2,0,6.0,3
2025,7,E.Wilson,MIN,0,0,1,1,1,0,6.0,3
2025,12,J.Burch,ARI,0,0,1,1,1,0,6.0,3
2025,2,D.Winters,SF,3,0,0,0,0,0,6.0,3
2025,2,D.Turner,MIN,0,0,1,1,1,0,6.0,3
2025,2,D.Bush,CLE,0,0,1,1,1,0,6.0,3
2025,2,C.Rumph,NO,0,0,1,1,1,0,6.0,3
2025,3,T.Edmunds,CHI,3,0,0,0,0,0,6.0,3
2025,3,T.Nowaske,DET,0,0,1,1,1,0,6.0,3
2025,6,B.Browning,ARI,0,0,1,1,1,0,6.0,3
2025,7,J.Greenard,MIN,1,0,0,0,2,0,6.0,3
2025,14,C.Robinson,MIA,0,0,1,1,1,0,6.0,3
2025,14,B.Wagner,WAS,1,0,1,1,0,0,6.0,3
2025,7,J.Cooper,DEN,0,0,1,1,1,0,6.0,3
2025,7,J.Brooks,MIA,2,0,0,0,1,0,6.0,3
2025,8,M.Hoecht,BUF,0,0,1,1,1,0,6.0,3
2025,8,M.Parsons,GB,0,0,1,1,1,0,6.0,3
2025,8,R.Smith,BAL,3,0,0,0,0,0,6.0,3
2025,8,S.Dennis,TB,0,0,1,1,1,0,6.0,3
2025,8,T.Batty,MIN,1,0,0,0,2,0,6.0,3
2025,8,T.Buchanan,BAL,1,0,0,0,2,0,6.0,3
2025,16,Z.Collins,ARI,1,0,0,0,2,0,6.0,3
2025,2,C.Robinson,MIA,0,0,1,1,1,0,6.0,3
2025,13,J.Pearce,ATL,0,0,1,1,1,0,6.0,3
2025,16,N.Landman,LA,0,0,1,1,1,0,6.0,3
2025,16,L.David,TB,0,0,1,1,1,0,6.0,3
2025,6,P.Werner,NO,0,0,1,1,1,0,6.0,3
2025,6,P.Johnson,PHI,0,0,1,1,1,0,6.0,3
2025,6,M.Liufau,DAL,0,0,1,1,1,0,6.0,3
2025,13,N.Bonitto,DEN,0,0,1,1,1,0,6.0,3
2025,7,E.Jones,SEA,2,0,0,0,1,0,6.0,3
2025,16,E.Jones,SEA,2,0,0,0,1,0,6.0,3
2025,16,E.Speed,HOU,2,0,0,0,1,0,6.0,3
2025,3,P.Queen,PIT,2,0,0,0,1,0,6.0,3
2025,3,T.Dodson,MIA,0,0,1,1,1,0,6.0,3
2025,3,D.Barnes,DET,1,0,1,1,0,0,6.0,3
2025,10,C.Jordan,NO,0,0,1,1,1,0,6.0,3
2025,9,R.Smith,BAL,3,0,0,0,0,0,6.0,3
2025,13,B.Dupree,LAC,0,0,1,1,1,0,6.0,3
2025,20,H.To'oTo'o,HOU,2,0,0,0,1,0,6.0,3
2025,10,B.Dupree,LAC,0,0,1,1,1,0,6.0,3
2025,12,Y.Diaby,TB,0,0,1,1,1,0,6.0,3
2025,12,T.Watt,PIT,0,0,1,1,1,0,6.0,3
2025,1,H.To'oTo'o,HOU,0,0,1,1,1,0,6.0,3
2025,1,J.Elliss,DEN,0,0,1,1,1,0,6.0,3
2025,9,T.Watt,PIT,0,0,1,1,1,0,6.0,3
2025,9,T.Tuipulotu,LAC,0,0,1,1,1,0,6.0,3
2025,22,A.Jennings,NE,1,0,1,0,1,0,5.5,3
2025,13,B.Burns,NYG,1,0,1,0,1,0,5.5,3
2025,13,D.Williams,BUF,2,0,1,0,0,0,5.5,3
2025,6,N.Landman,LA,2,0,1,0,0,0,5.5,3
2025,7,D.Thomas,SEA,0,0,1,0,2,0,5.5,3
2025,13,N.Smith,PHI,0,0,2,1,0,0,5.5,3
2025,6,O.Oladejo,TEN,0,0,1,0,2,0,5.5,3
2025,6,U.Nwosu,SEA,2,0,1,0,0,0,5.5,3
2025,13,H.To'oTo'o,HOU,1,0,1,0,1,0,5.5,3
2025,14,J.Harrell,TEN,1,0,1,0,1,0,5.5,3
2025,12,E.Wilson,MIN,1,0,1,0,1,0,5.5,3
2025,6,C.Schwesinger,CLE,1,0,1,0,1,0,5.5,3
2025,4,M.Parsons,GB,0,0,2,1,0,0,5.5,3
2025,4,P.Wilson,PIT,0,0,1,0,2,0,5.5,3
2025,15,N.Bolton,KC,1,0,1,0,1,0,5.5,3
2025,14,N.Smith,PHI,2,0,1,0,0,0,5.5,3
2025,14,N.Bolton,KC,0,0,1,0,2,0,5.5,3
2025,15,K.Mack,LAC,0,0,2,1,0,0,5.5,3
2025,2,N.Herbig,PIT,0,0,1,0,2,0,5.5,3
2025,17,D.Jones,BAL,2,0,1,0,0,0,5.5,3
2025,16,J.Johnson,NYJ,2,0,1,0,0,0,5.5,3
2025,16,T.Edwards,CHI,2,0,1,0,0,0,5.5,3
2025,3,J.Greenard,MIN,0,0,1,0,2,0,5.5,3
2025,3,Q.Walker,GB,2,0,1,0,0,0,5.5,3
2025,4,C.Gray,TEN,1,0,1,0,1,0,5.5,3
2025,1,D.Bush,CLE,1,0,1,0,1,0,5.5,3
2025,18,B.Burns,NYG,1,0,1,0,1,0,5.5,3
2025,1,P.Wilson,PIT,1,0,1,0,1,0,5.5,3
2025,17,J.Elliss,DEN,1,0,1,0,1,0,5.5,3
2025,17,U.Nwosu,SEA,1,0,1,0,1,0,5.5,3
2025,16,T.Dodson,MIA,2,0,1,0,0,0,5.5,3
2025,10,Y.Diaby,TB,2,0,1,0,0,0,5.5,3
2025,9,A.Van Ginkel,MIN,1,0,1,0,1,0,5.5,3
2025,2,Ma.Wilson,ARI,2,0,1,0,0,0,5.5,3
2025,4,K.Elliss,ATL,1,0,1,0,1,0,5.5,3
2025,4,L.David,TB,1,0,1,0,1,0,5.5,3
2025,16,J.Gibbens,NE,1,0,1,0,1,0,5.5,3
2025,6,N.Bonitto,DEN,1,0,2,0,0,0,5.0,3
2025,14,K.Mack,LAC,0,0,2,0,1,0,5.0,3
2025,12,D.Lawrence,SEA,0,0,2,0,1,0,5.0,3
2025,15,J.Walker,ATL,1,0,2,0,0,0,5.0,3
2025,6,B.Chubb,MIA,1,0,2,0,0,0,5.0,3
2025,11,T.Simpson,BAL,1,0,2,0,0,0,5.0,3
2025,15,J.Hunt,PHI,0,0,2,0,1,0,5.0,3
2025,15,Y.Diaby,TB,0,0,2,0,1,0,5.0,3
2025,4,J.Cooper,DEN,1,0,2,0,0,0,5.0,3
2025,3,O.Oweh,BAL,0,0,2,0,1,0,5.0,3
2025,16,M.Milano,BUF,0,0,2,0,1,0,5.0,3
2025,16,Q.Robinson,DEN,0,0,2,0,1,0,5.0,3
2025,10,J.Phillips,PHI,0,0,2,0,1,0,5.0,3
2025,2,E.Cooper,GB,1,0,2,0,0,0,5.0,3
2025,2,T.Watt,PIT,1,0,2,0,0,0,5.0,3
2025,3,K.Chaisson,NE,0,0,2,0,1,0,5.0,3
2025,13,K.Chaisson,NE,1,0,2,0,0,0,5.0,3
2025,10,B.Burns,NYG,0,0,2,0,1,0,5.0,3
2025,11,D.Jones,BAL,1,0,2,0,0,0,5.0,3
2025,13,K.Mack,LAC,1,0,2,0,0,0,5.0,3
2025,3,H.Reddick,TB,0,1,0,0,1,0,4.5,2
2025,17,C.Rozeboom,CAR,0,1,0,0,1,0,4.5,2
2025,4,D.Bush,CLE,1,1,0,0,0,0,4.5,2
2025,5,N.Bolton,KC,0,1,0,0,1,0,4.5,2
2025,6,T.Simpson,BAL,1,1,0,0,0,0,4.5,2
2025,13,Z.Franklin,IND,1,1,0,0,0,0,4.5,2
2025,14,D.White,LV,1,1,0,0,0,0,4.5,2
2025,15,A.Al-Shaair,HOU,1,1,0,0,0,0,4.5,2
2025,15,B.Burns,NYG,0,0,3,0,0,0,4.5,3
2025,15,T.Eichenberg,LV,0,1,0,0,1,0,4.5,2
2025,11,I.McDuffie,GB,1,1,0,0,0,0,4.5,2
2025,2,N.Smith,PHI,1,1,0,0,0,0,4.5,2
2025,17,Z.Baun,PHI,0,1,0,0,1,0,4.5,2
2025,10,J.Sweat,ARI,0,0,0,1,1,0,4.5,2
2025,10,J.Bertrand,ATL,0,1,0,0,1,0,4.5,2
2025,2,D.Barnes,DET,1,1,0,0,0,0,4.5,2
2025,19,J.Sawyer,PIT,0,0,0,1,1,0,4.5,2
2025,2,R.Spillane,NE,1,0,0,1,0,0,4.5,2
2025,17,J.Phillips,PHI,0,0,0,1,1,0,4.5,2
2025,4,N.Sewell,CHI,0,1,0,0,1,0,4.5,2
2025,12,A.Carter,NYG,0,0,3,0,0,0,4.5,3
2025,14,H.Reddick,TB,0,1,0,0,1,0,4.5,2
2025,5,A.Singleton,DEN,0,0,0,1,1,0,4.5,2
2025,12,D.Thomas,SEA,0,1,0,0,1,0,4.5,2
2025,12,J.Johnson,NYJ,2,0,0,0,0,0,4.0,2
2025,12,J.Campbell,DET,1,0,0,0,1,0,4.0,2
2025,12,J.Sherwood,NYJ,2,0,0,0,0,0,4.0,2
2025,6,D.Henley,LAC,2,0,0,0,0,0,4.0,2
2025,14,E.Jones,SEA,2,0,0,0,0,0,4.0,2
2025,6,D.Bush,CLE,0,0,0,0,2,0,4.0,2
2025,6,S.Dennis,TB,1,0,0,0,1,0,4.0,2
2025,12,M.Milano,BUF,1,0,0,0,1,0,4.0,2
2025,12,K.Elliss,ATL,1,0,0,0,1,0,4.0,2
2025,12,J.Walker,ATL,0,0,1,1,0,0,4.0,2
2025,6,J.Pearce,ATL,1,0,0,0,1,0,4.0,2
2025,7,B.Wagner,WAS,2,0,0,0,0,0,4.0,2
2025,7,C.Gray,TEN,1,0,0,0,1,0,4.0,2
2025,13,D.Henley,LAC,1,0,0,0,1,0,4.0,2
2025,6,S.Thompson,BUF,1,0,0,0,1,0,4.0,2
2025,13,D.Deablo,ATL,0,0,0,0,2,0,4.0,2
2025,1,E.Cooper,GB,2,0,0,0,0,0,4.0,2
2025,6,J.Campbell,DET,0,0,1,1,0,0,4.0,2
2025,13,R.Smith,BAL,2,0,0,0,0,0,4.0,2
2025,6,E.Cooper,GB,1,0,0,0,1,0,4.0,2
2025,13,P.Wilson,PIT,2,0,0,0,0,0,4.0,2
2025,13,N.Herbig,PIT,0,0,0,0,2,0,4.0,2
2025,1,F.Oluokun,JAX,2,0,0,0,0,0,4.0,2
2025,1,D.Winters,SF,0,0,0,0,2,0,4.0,2
2025,1,D.White,LV,1,0,0,0,1,0,4.0,2
2025,9,T.Bethune,SF,2,0,0,0,0,0,4.0,2
2025,1,D.Deablo,ATL,1,0,0,0,1,0,4.0,2
2025,15,Q.Williams,NYJ,1,0,0,0,1,0,4.0,2
2025,15,Q.Walker,GB,1,0,0,0,1,0,4.0,2
2025,15,N.Landman,LA,1,0,0,0,1,0,4.0,2
2025,12,A.Van Ginkel,MIN,1,0,0,0,1,0,4.0,2
2025,12,D.Jackson,CHI,1,0,0,0,1,0,4.0,2
2025,11,T.Bernard,BUF,0,0,0,0,2,0,4.0,2
2025,15,N.Dean,PHI,0,0,0,0,2,0,4.0,2
2025,4,M.Green,BAL,1,0,0,0,1,0,4.0,2
2025,15,M.Diabate,CLE,0,0,0,0,2,0,4.0,2
2025,15,E.Jones,SEA,2,0,0,0,0,0,4.0,2
2025,4,S.Dennis,TB,1,0,0,0,1,0,4.0,2
2025,4,Z.Franklin,IND,0,1,1,0,0,0,4.0,2
2025,8,C.Rozeboom,CAR,0,0,0,0,2,0,4.0,2
2025,8,D.Davis,NO,2,0,0,0,0,0,4.0,2
2025,4,J.Gibbens,NE,1,0,0,0,1,0,4.0,2
2025,15,K.Elliss,ATL,1,0,0,0,1,0,4.0,2
2025,5,D.Muasau,NYG,1,0,0,0,1,0,4.0,2
2025,15,D.Jones,TB,2,0,0,0,0,0,4.0,2
2025,5,F.Oluokun,JAX,2,0,0,0,0,0,4.0,2
2025,5,F.Warner,SF,2,0,0,0,0,0,4.0,2
2025,15,D.Davis,NO,2,0,0,0,0,0,4.0,2
2025,15,D.Turner,MIN,2,0,0,0,0,0,4.0,2
2025,6,B.Wagner,WAS,1,0,0,0,1,0,4.0,2
2025,6,C.Gray,TEN,2,0,0,0,0,0,4.0,2
2025,5,L.David,TB,1,0,0,0,1,0,4.0,2
2025,14,M.Walker,NYJ,1,0,0,0,1,0,4.0,2
2025,5,T.Buchanan,BAL,1,0,0,0,1,0,4.0,2
2025,5,H.To'oTo'o,HOU,1,0,0,0,1,0,4.0,2
2025,12,D.Knight,CIN,1,0,0,0,1,0,4.0,2
2025,5,J.Campbell,PHI,1,0,0,0,1,0,4.0,2
2025,5,J.Campbell,DET,1,0,0,0,1,0,4.0,2
2025,15,B.Wagner,WAS,2,0,0,0,0,0,4.0,2
2025,6,D.Muasau,NYG,0,0,1,1,0,0,4.0,2
2025,6,A.Singleton,DEN,1,0,0,0,1,0,4.0,2
2025,14,D.Tranquill,KC,1,0,0,0,1,0,4.0,2
2025,12,E.Roberts,LV,1,0,0,0,1,0,4.0,2
2025,5,N.Landman,LA,1,0,0,0,1,0,4.0,2
2025,12,F.Oluokun,JAX,1,0,0,0,1,0,4.0,2
2025,14,G.Pratt,IND,2,0,0,0,0,0,4.0,2
2025,14,J.Phillips,PHI,1,0,0,0,1,0,4.0,2
2025,1,F.Warner,SF,1,0,0,0,1,0,4.0,2
2025,20,N.Landman,LA,1,0,0,0,1,0,4.0,2
2025,15,Z.Franklin,IND,1,0,0,0,1,0,4.0,2
2025,4,H.Reddick,TB,1,0,0,0,1,0,4.0,2
2025,8,C.Barton,TEN,1,0,0,0,1,0,4.0,2
2025,3,Ma.Wilson,ARI,1,0,0,0,1,0,4.0,2
2025,3,F.Warner,SF,2,0,0,0,0,0,4.0,2
2025,16,Z.Baun,PHI,2,0,0,0,0,0,4.0,2
2025,11,D.Lloyd,JAX,1,0,0,0,1,0,4.0,2
2025,11,D.Winters,SF,1,0,0,0,1,0,4.0,2
2025,8,K.Elliss,ATL,0,0,0,0,2,0,4.0,2
2025,3,N.Bolton,KC,0,0,0,0,2,0,4.0,2
2025,3,R.Spillane,NE,1,0,0,0,1,0,4.0,2
2025,16,D.Lawrence,SEA,0,1,1,0,0,0,4.0,2
2025,11,C.Gray,TEN,1,0,0,0,1,0,4.0,2
2025,11,D.Gardeck,JAX,1,0,0,0,1,0,4.0,2
2025,16,B.Carter,CIN,2,0,0,0,0,0,4.0,2
2025,4,C.Braswell,TB,1,0,0,0,1,0,4.0,2
2025,11,J.Harrell,TEN,2,0,0,0,0,0,4.0,2
2025,3,Z.Cunningham,DET,1,0,0,0,1,0,4.0,2
2025,4,A.Anzalone,DET,0,0,1,1,0,0,4.0,2
2025,4,D.Lloyd,JAX,1,0,0,0,1,0,4.0,2
2025,4,F.Warner,SF,2,0,0,0,0,0,4.0,2
2025,16,C.Braswell,TB,1,0,0,0,1,0,4.0,2
2025,17,H.Reddick,TB,1,0,0,0,1,0,4.0,2
2025,17,F.Luvu,WAS,2,0,0,0,0,0,4.0,2
2025,17,E.Jones,SEA,2,0,0,0,0,0,4.0,2
2025,17,D.Winters,SF,1,0,0,0,1,0,4.0,2
2025,9,B.Wagner,WAS,1,0,0,0,1,0,4.0,2
2025,17,J.Brooks,MIA,1,0,0,0,1,0,4.0,2
2025,17,D.Henley,LAC,2,0,0,0,0,0,4.0,2
2025,2,Z.Smith,PHI,1,0,0,0,1,0,4.0,2
2025,17,J.Adams,LV,2,0,0,0,0,0,4.0,2
2025,3,C.Jordan,NO,1,0,0,0,1,0,4.0,2
2025,3,D.Davis,NO,1,0,0,0,1,0,4.0,2
2025,8,Q.Walker,GB,2,0,0,0,0,0,4.0,2
2025,8,T.Bethune,SF,2,0,0,0,0,0,4.0,2
2025,17,A.Key,TEN,1,0,0,0,1,0,4.0,2
2025,17,B.Carter,CIN,0,1,1,0,0,0,4.0,2
2025,17,B.Okereke,NYG,1,0,0,0,1,0,4.0,2
2025,2,N.Landman,LA,2,0,0,0,0,0,4.0,2
2025,2,E.Jones,SEA,2,0,0,0,0,0,4.0,2
2025,10,T.Bethune,SF,1,0,0,0,1,0,4.0,2
2025,10,T.Bernard,BUF,1,0,0,0,1,0,4.0,2
2025,10,N.Sewell,CHI,1,0,0,0,1,0,4.0,2
2025,10,Q.Walker,GB,0,0,0,0,2,0,4.0,2
2025,17,V.Miller,WAS,0,0,1,1,0,0,4.0,2
2025,17,S.Dennis,TB,1,0,0,0,1,0,4.0,2
2025,18,B.Carter,CIN,2,0,0,0,0,0,4.0,2
2025,18,A.Van Ginkel,MIN,0,0,0,0,2,0,4.0,2
2025,18,D.Davis,NO,2,0,0,0,0,0,4.0,2
2025,10,N.Landman,LA,0,0,0,0,2,0,4.0,2
2025,10,M.Harrison,PIT,1,0,0,0,1,0,4.0,2
2025,17,M.Harrison,PIT,1,0,0,0,1,0,4.0,2
2025,2,M.Milano,BUF,1,0,0,0,1,0,4.0,2
2025,17,P.Wilson,PIT,2,0,0,0,0,0,4.0,2
2025,2,C.Rozeboom,CAR,2,0,0,0,0,0,4.0,2
2025,2,J.Cooper,DEN,1,0,0,0,1,0,4.0,2
2025,1,Z.Baun,PHI,1,0,0,0,1,0,4.0,2
2025,9,J.Greenard,MIN,1,0,0,0,1,0,4.0,2
2025,18,C.McDonald,KC,1,0,0,0,1,0,4.0,2
2025,18,D.Tranquill,KC,1,0,0,0,1,0,4.0,2
2025,18,C.Rozeboom,CAR,2,0,0,0,0,0,4.0,2
2025,1,T.Watt,PIT,0,0,0,0,2,0,4.0,2
2025,10,D.Wonnum,CAR,1,0,0,0,1,0,4.0,2
2025,10,D.Greenlaw,DEN,1,0,0,0,1,0,4.0,2
2025,10,E.Wilson,MIN,1,0,0,0,1,0,4.0,2
2025,10,E.Cooper,GB,2,0,0,0,0,0,4.0,2
2025,10,J.Cooper,DEN,1,0,0,0,1,0,4.0,2
2025,18,J.Tavai,NE,1,0,0,0,1,0,4.0,2
2025,18,M.Wax,LAC,1,0,0,0,1,0,4.0,2
2025,1,P.Werner,NO,0,0,1,1,0,0,4.0,2
2025,1,J.Campbell,DET,2,0,0,0,0,0,4.0,2
2025,1,Q.Walker,GB,0,0,0,0,2,0,4.0,2
2025,19,D.Jackson,CHI,1,0,0,0,1,0,4.0,2
2025,1,T.Dodson,MIA,1,0,0,0,1,0,4.0,2
2025,19,G.Wallow,SF,2,0,0,0,0,0,4.0,2
2025,10,D.Gardeck,JAX,1,0,0,0,1,0,4.0,2
2025,1,L.David,TB,1,0,0,0,1,0,4.0,2
2025,19,E.Kendricks,SF,0,0,0,0,2,0,4.0,2
2025,1,M.Milano,BUF,0,0,1,1,0,0,4.0,2
2025,1,N.Bolton,KC,2,0,0,0,0,0,4.0,2
2025,9,N.Bolton,KC,1,0,0,0,1,0,4.0,2
2025,19,Q.Walker,GB,1,0,0,0,1,0,4.0,2
2025,1,D.Barnes,DET,1,0,0,0,1,0,4.0,2
2025,21,J.Strnad,DEN,2,0,0,0,0,0,4.0,2
2025,20,S.Thompson,BUF,0,0,0,0,2,0,4.0,2
2025,21,A.Singleton,DEN,2,0,0,0,0,0,4.0,2
2025,9,S.James,DAL,0,0,1,0,1,0,3.5,2
2025,1,C.Schwesinger,CLE,0,0,1,0,1,0,3.5,2
2025,3,D.Winters,SF,1,0,1,0,0,0,3.5,2
2025,17,A.Jennings,NE,1,0,1,0,0,0,3.5,2
2025,9,Q.Walker,GB,1,0,1,0,0,0,3.5,2
2025,17,C.Simon,ARI,1,0,1,0,0,0,3.5,2
2025,9,N.Scourton,CAR,1,0,1,0,0,0,3.5,2
2025,22,K.Chaisson,NE,0,0,1,0,1,0,3.5,2
2025,3,A.Carter,NYG,0,0,1,0,1,0,3.5,2
2025,22,C.Elliss,NE,1,0,1,0,0,0,3.5,2
2025,3,A.Singleton,DEN,1,0,1,0,0,0,3.5,2
2025,2,T.Bernard,BUF,1,0,1,0,0,0,3.5,2
2025,2,T.Tuipulotu,LAC,0,0,1,0,1,0,3.5,2
2025,2,S.Dennis,TB,0,0,1,0,1,0,3.5,2
2025,2,P.Queen,PIT,0,0,1,0,1,0,3.5,2
2025,16,K.Chaisson,NE,0,0,1,0,1,0,3.5,2
2025,17,D.Turner,MIN,0,0,1,0,1,0,3.5,2
2025,10,D.Flannigan-Fowles,NYG,0,0,1,0,1,0,3.5,2
2025,10,H.Landry,NE,1,0,1,0,0,0,3.5,2
2025,9,M.Green,BAL,1,0,1,0,0,0,3.5,2
2025,2,Z.Baun,PHI,1,0,1,0,0,0,3.5,2
2025,4,A.Singleton,DEN,1,0,1,0,0,0,3.5,2
2025,4,A.Al-Shaair,HOU,1,0,1,0,0,0,3.5,2
2025,3,T.Robinson,BAL,1,0,1,0,0,0,3.5,2
2025,4,E.Speed,HOU,1,0,1,0,0,0,3.5,2
2025,4,B.Mafe,SEA,1,0,1,0,0,0,3.5,2
2025,15,Z.Collins,ARI,1,0,1,0,0,0,3.5,2
2025,15,N.Bonitto,DEN,0,0,1,0,1,0,3.5,2
2025,15,K.Van Noy,BAL,1,0,1,0,0,0,3.5,2
2025,9,M.Hoecht,BUF,1,0,1,0,0,0,3.5,2
2025,17,J.Verse,LA,0,0,1,0,1,0,3.5,2
2025,9,K.Elliss,ATL,1,0,1,0,0,0,3.5,2
2025,5,B.Wagner,WAS,1,0,1,0,0,0,3.5,2
2025,15,D.Hall,SEA,1,0,1,0,0,0,3.5,2
2025,15,C.Schwesinger,CLE,1,0,1,0,0,0,3.5,2
2025,2,P.Jones,CAR,0,0,1,0,1,0,3.5,2
2025,2,K.Van Noy,BAL,1,0,1,0,0,0,3.5,2
2025,5,H.Landry,NE,0,0,1,0,1,0,3.5,2
2025,5,C.Rumph,NO,1,0,1,0,0,0,3.5,2
2025,5,A.Ojulari,PHI,0,0,1,0,1,0,3.5,2
2025,4,J.Walker,ATL,1,0,1,0,0,0,3.5,2
2025,1,N.Landman,LA,1,0,1,0,0,0,3.5,2
2025,19,N.Smith,PHI,0,0,1,0,1,0,3.5,2
2025,14,T.Watt,PIT,0,0,1,0,1,0,3.5,2
2025,10,T.Edmunds,CHI,0,0,1,0,1,0,3.5,2
2025,5,J.Brooks,MIA,1,0,1,0,0,0,3.5,2
2025,11,D.Lawrence,SEA,1,0,1,0,0,0,3.5,2
2025,9,C.Elliss,NE,1,0,1,0,0,0,3.5,2
2025,5,Z.Collins,ARI,0,0,1,0,1,0,3.5,2
2025,5,K.Murray,DAL,1,0,1,0,0,0,3.5,2
2025,14,S.Thompson,BUF,0,0,1,0,1,0,3.5,2
2025,1,K.Van Noy,BAL,1,0,1,0,0,0,3.5,2
2025,1,K.Thibodeaux,NYG,0,0,1,0,1,0,3.5,2
2025,5,L.Chenal,KC,1,0,1,0,0,0,3.5,2
2025,2,J.Pearce,ATL,1,0,1,0,0,0,3.5,2
2025,2,B.Okereke,NYG,1,0,1,0,0,0,3.5,2
2025,2,B.Browning,ARI,0,0,1,0,1,0,3.5,2
